"","ACCID","DB","Feature","Start","End","misc1","Strand","misc2","Notes","gene_synonym","locus_tag","GeneID","Parent","ID","gbkey","gene_biotype","gene","product","ECKnb"
"2688","NC_000913.3","RefSeq","gene",2754288,2754764,".","-",".","ID=gene-b2619;Dbxref=ASAP:ABE-0008618,ECOCYC:G7358,GeneID:945614;Name=ratA;gbkey=Gene;gene=ratA;gene_biotype=protein_coding;gene_synonym=ECK2615,yfjG;locus_tag=b2619","ECK2615,yfjG","b2619","945614",NA,"gene-b2619","Gene","protein_coding","ratA","ribosome association toxin RatA","ECK2615"
"2689","NC_000913.3","RefSeq","gene",2754896,2755378,".","+",".","ID=gene-b2620;Dbxref=ASAP:ABE-0008622,ECOCYC:EG11782,GeneID:947296;Name=smpB;gbkey=Gene;gene=smpB;gene_biotype=protein_coding;gene_synonym=ECK2616,smqB;locus_tag=b2620","ECK2616,smqB","b2620","947296",NA,"gene-b2620","Gene","protein_coding","smpB","SsrA-binding protein","ECK2616"
"2690","NC_000913.3","RefSeq","gene",2755593,2755955,".","+",".","ID=gene-b2621;Dbxref=ASAP:ABE-0008624,ECOCYC:EG30100,GeneID:945053;Name=ssrA;gbkey=Gene;gene=ssrA;gene_biotype=ncRNA;gene_synonym=ECK2617,sipB;locus_tag=b2621","ECK2617,sipB","b2621","945053",NA,"gene-b2621","Gene","ncRNA","ssrA","tmRNA","ECK2617"
"2691","NC_000913.3","RefSeq","gene",2756159,2757400,".","+",".","ID=gene-b2622;Dbxref=ASAP:ABE-0008630,ECOCYC:EG11783,GeneID:946160;Name=intA;gbkey=Gene;gene=intA;gene_biotype=protein_coding;gene_synonym=ECK2618,intX,slpA;locus_tag=b2622","ECK2618,intX,slpA","b2622","946160",NA,"gene-b2622","Gene","protein_coding","intA","integrase IntA","ECK2618"
"2692","NC_000913.3","RefSeq","gene",2757644,2758600,".","-",".","ID=gene-b2623;Dbxref=ASAP:ABE-0008632,ECOCYC:G7359,GeneID:946123;Name=yfjH;gbkey=Gene;gene=yfjH;gene_biotype=protein_coding;gene_synonym=ECK2619;locus_tag=b2623","ECK2619","b2623","946123",NA,"gene-b2623","Gene","protein_coding","yfjH","uncharacterized protein YfjH","ECK2619"
"2693","NC_000913.3","RefSeq","gene",2758644,2758856,".","+",".","ID=gene-b2624;Dbxref=ASAP:ABE-0008636,ECOCYC:EG12112,GeneID:946758;Name=alpA;gbkey=Gene;gene=alpA;gene_biotype=protein_coding;gene_synonym=ECK2620;locus_tag=b2624","ECK2620","b2624","946758",NA,"gene-b2624","Gene","protein_coding","alpA","DNA-binding transcriptional activator AlpA","ECK2620"
"2694","NC_000913.3","RefSeq","gene",2758985,2760394,".","+",".","ID=gene-b2625;Dbxref=ASAP:ABE-0008643,ECOCYC:G7360,GeneID:944764;Name=yfjI;gbkey=Gene;gene=yfjI;gene_biotype=protein_coding;gene_synonym=ECK2621;locus_tag=b2625","ECK2621","b2625","944764",NA,"gene-b2625","Gene","protein_coding","yfjI","DUF3987 domain-containing protein YfjI","ECK2621"
"2695","NC_000913.3","RefSeq","gene",2760547,2761173,".","+",".","ID=gene-b2626;Dbxref=ASAP:ABE-0008646,ECOCYC:G7361,GeneID:947112;Name=yfjJ;gbkey=Gene;gene=yfjJ;gene_biotype=protein_coding;gene_synonym=ECK2622;locus_tag=b2626","ECK2622","b2626","947112",NA,"gene-b2626","Gene","protein_coding","yfjJ","protein YfjJ","ECK2622"
"2696","NC_000913.3","RefSeq","gene",2761351,2763540,".","-",".","ID=gene-b2627;Dbxref=ASAP:ABE-0008648,ECOCYC:G7362,GeneID:947111;Name=abpB;gbkey=Gene;gene=abpB;gene_biotype=protein_coding;gene_synonym=ECK2623,yfjK;locus_tag=b2627","ECK2623,yfjK","b2627","947111",NA,"gene-b2627","Gene","protein_coding","abpB","putative helicase YfjK","ECK2623"
"2697","NC_000913.3","RefSeq","gene",2763537,2765153,".","-",".","ID=gene-b2628;Dbxref=ASAP:ABE-0008650,ECOCYC:G7363,GeneID:947110;Name=abpA;gbkey=Gene;gene=abpA;gene_biotype=protein_coding;gene_synonym=ECK2624,yfjL;locus_tag=b2628","ECK2624,yfjL","b2628","947110",NA,"gene-b2628","Gene","protein_coding","abpA","anti-bacteriophage protein","ECK2624"
"2698","NC_000913.3","RefSeq","gene",2765513,2765776,".","-",".","ID=gene-b2629;Dbxref=ASAP:ABE-0008654,ECOCYC:G7364,GeneID:947108;Name=yfjM;gbkey=Gene;gene=yfjM;gene_biotype=protein_coding;gene_synonym=ECK2625;locus_tag=b2629","ECK2625","b2629","947108",NA,"gene-b2629","Gene","protein_coding","yfjM","protein YfjM","ECK2625"
"2699","NC_000913.3","RefSeq","gene",2765918,2766991,".","+",".","ID=gene-b2630;Dbxref=ASAP:ABE-0008659,ECOCYC:G7365,GeneID:947107;Name=rnlA;gbkey=Gene;gene=rnlA;gene_biotype=protein_coding;gene_synonym=ECK2626,std,yfjN;locus_tag=b2630","ECK2626,std,yfjN","b2630","947107",NA,"gene-b2630","Gene","protein_coding","rnlA","RNase LS%2C toxin of the RnlAB toxin-antitoxin system","ECK2626"
"2700","NC_000913.3","RefSeq","gene",2766984,2767355,".","+",".","ID=gene-b2631;Dbxref=ASAP:ABE-0008665,ECOCYC:G7366,GeneID:947113;Name=rnlB;gbkey=Gene;gene=rnlB;gene_biotype=protein_coding;gene_synonym=ECK2627,yfjO;locus_tag=b2631","ECK2627,yfjO","b2631","947113",NA,"gene-b2631","Gene","protein_coding","rnlB","antitoxin RnlB","ECK2627"
"2701","NC_000913.3","RefSeq","gene",2767710,2768573,".","+",".","ID=gene-b2632;Dbxref=ASAP:ABE-0008669,ECOCYC:G7367,GeneID:947124;Name=yfjP;gbkey=Gene;gene=yfjP;gene_biotype=protein_coding;gene_synonym=ECK2628;locus_tag=b2632","ECK2628","b2632","947124",NA,"gene-b2632","Gene","protein_coding","yfjP","putative GTP-binding protein YfjP","ECK2628"
"2702","NC_000913.3","RefSeq","gene",2768665,2769486,".","+",".","ID=gene-b2633;Dbxref=ASAP:ABE-0008673,ECOCYC:G7368,GeneID:947127;Name=yfjQ;gbkey=Gene;gene=yfjQ;gene_biotype=protein_coding;gene_synonym=ECK2629;locus_tag=b2633","ECK2629","b2633","947127",NA,"gene-b2633","Gene","protein_coding","yfjQ","DUF932 domain-containing protein YfjQ","ECK2629"
"2703","NC_000913.3","RefSeq","gene",2769703,2770404,".","+",".","ID=gene-b2634;Dbxref=ASAP:ABE-0008676,ECOCYC:G7369,GeneID:947309;Name=yfjR;gbkey=Gene;gene=yfjR;gene_biotype=protein_coding;gene_synonym=ECK2630;locus_tag=b2634","ECK2630","b2634","947309",NA,"gene-b2634","Gene","protein_coding","yfjR","putative DNA-binding transcriptional regulator YfjR","ECK2630"
"2704","NC_000913.3","RefSeq","gene",2770445,2770681,".","+",".","ID=gene-b2635;Dbxref=ASAP:ABE-0008678,ECOCYC:G7370,GeneID:2847710;Name=ypjK;gbkey=Gene;gene=ypjK;gene_biotype=protein_coding;gene_synonym=ECK2631;locus_tag=b2635","ECK2631","b2635","2847710",NA,"gene-b2635","Gene","protein_coding","ypjK","uncharacterized protein YpjK","ECK2631"
"2705","NC_000913.3","RefSeq","gene",2770681,2771124,".","+",".","ID=gene-b2636;Dbxref=ASAP:ABE-0008680,ECOCYC:G7371,GeneID:945668;Name=yfjS;gbkey=Gene;gene=yfjS;gene_biotype=protein_coding;gene_synonym=ECK2632;locus_tag=b2636","ECK2632","b2636","945668",NA,"gene-b2636","Gene","protein_coding","yfjS","inner membrane lipoprotein YfjS","ECK2632"
"2706","NC_000913.3","RefSeq","gene",2771148,2771615,".","+",".","ID=gene-b2637;Dbxref=ASAP:ABE-0008683,ECOCYC:G7372,GeneID:947616;Name=yfjT;gbkey=Gene;gene=yfjT;gene_biotype=protein_coding;gene_synonym=ECK2633;locus_tag=b2637","ECK2633","b2637","947616",NA,"gene-b2637","Gene","protein_coding","yfjT","uncharacterized protein YfjT","ECK2633"
"2707","NC_000913.3","RefSeq","gene",2771840,2772154,".","-",".","ID=gene-b2638;Dbxref=ASAP:ABE-0008685,ECOCYC:G7373,GeneID:945062;Name=yfjU;gbkey=Gene;gene=yfjU;gene_biotype=protein_coding;gene_synonym=ECK2634;locus_tag=b2638","ECK2634","b2638","945062",NA,"gene-b2638","Gene","protein_coding","yfjU","putative arsenate reductase-like protein YfjU","ECK2634"
"2708","NC_000913.3","RefSeq","gene",2773318,2775021,".","+",".","ID=gene-b2642;Dbxref=ASAP:ABE-0008699,ECOCYC:G7377,GeneID:947128;Name=yfjW;gbkey=Gene;gene=yfjW;gene_biotype=protein_coding;gene_synonym=ECK2638;locus_tag=b2642","ECK2638","b2642","947128",NA,"gene-b2642","Gene","protein_coding","yfjW","uncharacterized protein YfjW","ECK2638"
"2709","NC_000913.3","RefSeq","gene",2775919,2776377,".","+",".","ID=gene-b2643;Dbxref=ASAP:ABE-0008704,ECOCYC:G7378,GeneID:947126;Name=yfjX;gbkey=Gene;gene=yfjX;gene_biotype=protein_coding;gene_synonym=ECK2639;locus_tag=b2643","ECK2639","b2643","947126",NA,"gene-b2643","Gene","protein_coding","yfjX","putative antirestriction protein YfjX","ECK2639"
"2710","NC_000913.3","RefSeq","gene",2776386,2776868,".","+",".","ID=gene-b2644;Dbxref=ASAP:ABE-0008706,ECOCYC:G7379,GeneID:947125;Name=yfjY;gbkey=Gene;gene=yfjY;gene_biotype=protein_coding;gene_synonym=ECK2640;locus_tag=b2644","ECK2640","b2644","947125",NA,"gene-b2644","Gene","protein_coding","yfjY","RadC-like JAB domain-containing protein YfjY","ECK2640"
"2711","NC_000913.3","RefSeq","gene",2776877,2777077,".","+",".","ID=gene-b4548;Dbxref=ASAP:ABE-0285069,ECOCYC:G0-10464,GeneID:1450287;Name=ypjJ;gbkey=Gene;gene=ypjJ;gene_biotype=protein_coding;gene_synonym=ECK2641;locus_tag=b4548","ECK2641","b4548","1450287",NA,"gene-b4548","Gene","protein_coding","ypjJ","DUF987 domain-containing protein YpjJ","ECK2641"
"2712","NC_000913.3","RefSeq","gene",2777115,2777432,".","+",".","ID=gene-b2645;Dbxref=ASAP:ABE-0008709,ECOCYC:G7380,GeneID:947123;Name=yfjZ;gbkey=Gene;gene=yfjZ;gene_biotype=protein_coding;gene_synonym=ECK2642;locus_tag=b2645","ECK2642","b2645","947123",NA,"gene-b2645","Gene","protein_coding","yfjZ","putative antitoxin of the YpjF-YfjZ toxin-antitoxin system","ECK2642"
"2713","NC_000913.3","RefSeq","gene",2777453,2777782,".","+",".","ID=gene-b2646;Dbxref=ASAP:ABE-0008711,ECOCYC:G7381,GeneID:947131;Name=ypjF;gbkey=Gene;gene=ypjF;gene_biotype=protein_coding;gene_synonym=ECK2643;locus_tag=b2646","ECK2643","b2646","947131",NA,"gene-b2646","Gene","protein_coding","ypjF","toxin of the YpjF-YfjZ toxin-antitoxin system","ECK2643"
"2714","NC_000913.3","RefSeq","gene",2778146,2782726,".","-",".","ID=gene-b2647;Dbxref=ASAP:ABE-0008713,ECOCYC:G7382,GeneID:948630;Name=ypjA;gbkey=Gene;gene=ypjA;gene_biotype=protein_coding;gene_synonym=ECK2644;locus_tag=b2647","ECK2644","b2647","948630",NA,"gene-b2647","Gene","protein_coding","ypjA","adhesin-like autotransporter YpjA","ECK2644"
"2715","NC_000913.3","RefSeq","gene",2783638,2784429,".","-",".","ID=gene-b2649;Dbxref=ASAP:ABE-0008724,ECOCYC:G7384,GeneID:945242;Name=ypjB;gbkey=Gene;gene=ypjB;gene_biotype=protein_coding;gene_synonym=ECK2646;locus_tag=b2649","ECK2646","b2649","945242",NA,"gene-b2649","Gene","protein_coding","ypjB","DUF5508 domain-containing protein YpjB","ECK2646"
"2716","NC_000913.3","RefSeq","gene",2784529,2785011,".","-",".","ID=gene-b2650;Dbxref=ASAP:ABE-0008727,ECOCYC:G7385,GeneID:947640;Name=ypjC;gbkey=Gene;gene=ypjC;gene_biotype=protein_coding;gene_synonym=ECK2647;locus_tag=b2650","ECK2647","b2650","947640",NA,"gene-b2650","Gene","protein_coding","ypjC","DUF5507 domain-containing protein YpjC","ECK2647"
"2717","NC_000913.3","RefSeq","gene",2785762,2785837,".","-",".","ID=gene-b2652;Dbxref=ASAP:ABE-0008733,ECOCYC:G7387,GeneID:947163;Name=ileY;gbkey=Gene;gene=ileY;gene_biotype=tRNA;gene_synonym=ECK2648;locus_tag=b2652","ECK2648","b2652","947163",NA,"gene-b2652","Gene","tRNA","ileY","tRNA-Ile","ECK2648"
"2718","NC_000913.3","RefSeq","gene",2788985,2789962,".","+",".","ID=gene-b2659;Dbxref=ASAP:ABE-0008754,ECOCYC:G7394,GeneID:948076;Name=glaH;gbkey=Gene;gene=glaH;gene_biotype=protein_coding;gene_synonym=csi-12,csiD,ECK2653,ygaT;locus_tag=b2659","csi-12,csiD,ECK2653,ygaT","b2659","948076",NA,"gene-b2659","Gene","protein_coding","glaH","glutarate dioxygenase GlaH","ECK2653"
"2719","NC_000913.3","RefSeq","gene",2789982,2791250,".","+",".","ID=gene-b2660;Dbxref=ASAP:ABE-0008756,ECOCYC:EG12387,GeneID:948069;Name=lhgD;gbkey=Gene;gene=lhgD;gene_biotype=protein_coding;gene_synonym=ECK2654,lhgO,ygaF;locus_tag=b2660","ECK2654,lhgO,ygaF","b2660","948069",NA,"gene-b2660","Gene","protein_coding","lhgD","L-2-hydroxyglutarate dehydrogenase","ECK2654"
"2720","NC_000913.3","RefSeq","gene",2791273,2792721,".","+",".","ID=gene-b2661;Dbxref=ASAP:ABE-0008758,ECOCYC:EG11329,GeneID:948060;Name=gabD;gbkey=Gene;gene=gabD;gene_biotype=protein_coding;gene_synonym=ECK2655;locus_tag=b2661","ECK2655","b2661","948060",NA,"gene-b2661","Gene","protein_coding","gabD","succinate-semialdehyde dehydrogenase (NADP(+)) GabD","ECK2655"
"2721","NC_000913.3","RefSeq","gene",2792735,2794015,".","+",".","ID=gene-b2662;Dbxref=ASAP:ABE-0008760,ECOCYC:EG10361,GeneID:948067;Name=gabT;gbkey=Gene;gene=gabT;gene_biotype=protein_coding;gene_synonym=ECK2656;locus_tag=b2662","ECK2656","b2662","948067",NA,"gene-b2662","Gene","protein_coding","gabT","4-aminobutyrate aminotransferase GabT","ECK2656"
"2722","NC_000913.3","RefSeq","gene",2794253,2795653,".","+",".","ID=gene-b2663;Dbxref=ASAP:ABE-0008763,ECOCYC:EG11330,GeneID:948049;Name=gabP;gbkey=Gene;gene=gabP;gene_biotype=protein_coding;gene_synonym=ECK2657;locus_tag=b2663","ECK2657","b2663","948049",NA,"gene-b2663","Gene","protein_coding","gabP","4-aminobutanoate:H(+) symporter","ECK2657"
"2723","NC_000913.3","RefSeq","gene",2795674,2796336,".","+",".","ID=gene-b2664;Dbxref=ASAP:ABE-0008765,ECOCYC:EG12386,GeneID:948055;Name=glaR;gbkey=Gene;gene=glaR;gene_biotype=protein_coding;gene_synonym=csiR,ECK2658,gabC,ygaE;locus_tag=b2664","csiR,ECK2658,gabC,ygaE","b2664","948055",NA,"gene-b2664","Gene","protein_coding","glaR","DNA-binding transcriptional repressor GlaR","ECK2658"
"2724","NC_000913.3","RefSeq","gene",2796337,2796786,".","-",".","ID=gene-b2665;Dbxref=ASAP:ABE-0008767,ECOCYC:G7395,GeneID:947144;Name=kbp;gbkey=Gene;gene=kbp;gene_biotype=protein_coding;gene_synonym=ECK2659,ygaU,yzzM;locus_tag=b2665","ECK2659,ygaU,yzzM","b2665","947144",NA,"gene-b2665","Gene","protein_coding","kbp","K(+) binding protein","ECK2659"
"2725","NC_000913.3","RefSeq","gene",2796870,2797028,".","-",".","ID=gene-b2666;Dbxref=ASAP:ABE-0008770,ECOCYC:G7396,GeneID:947138;Name=yqaE;gbkey=Gene;gene=yqaE;gene_biotype=protein_coding;gene_synonym=ECK2660;locus_tag=b2666","ECK2660","b2666","947138",NA,"gene-b2666","Gene","protein_coding","yqaE","Pmp3 family protein YqaE","ECK2660"
"2726","NC_000913.3","RefSeq","gene",2797211,2797510,".","+",".","ID=gene-b2667;Dbxref=ASAP:ABE-0008784,ECOCYC:G7397,GeneID:947136;Name=ygaV;gbkey=Gene;gene=ygaV;gene_biotype=protein_coding;gene_synonym=ECK2661;locus_tag=b2667","ECK2661","b2667","947136",NA,"gene-b2667","Gene","protein_coding","ygaV","putative DNA-binding transcriptional regulator YgaV","ECK2661"
"2727","NC_000913.3","RefSeq","gene",2797520,2798044,".","+",".","ID=gene-b2668;Dbxref=ASAP:ABE-0008786,ECOCYC:G7398,GeneID:947135;Name=ygaP;gbkey=Gene;gene=ygaP;gene_biotype=protein_coding;gene_synonym=ECK2662;locus_tag=b2668","ECK2662","b2668","947135",NA,"gene-b2668","Gene","protein_coding","ygaP","thiosulfate sulfurtransferase YgaP","ECK2662"
"2728","NC_000913.3","RefSeq","gene",2798091,2798495,".","-",".","ID=gene-b2669;Dbxref=ASAP:ABE-0008788,ECOCYC:EG11554,GeneID:947130;Name=stpA;gbkey=Gene;gene=stpA;gene_biotype=protein_coding;gene_synonym=ECK2663,hnsB;locus_tag=b2669","ECK2663,hnsB","b2669","947130",NA,"gene-b2669","Gene","protein_coding","stpA","DNA-binding transcriptional repressor StpA with RNA chaperone activity","ECK2663"
"2729","NC_000913.3","RefSeq","gene",2799164,2799613,".","+",".","ID=gene-b2670;Dbxref=ASAP:ABE-0008793,ECOCYC:G7399,GeneID:947147;Name=alaE;gbkey=Gene;gene=alaE;gene_biotype=protein_coding;gene_synonym=ECK2664,ygaW;locus_tag=b2670","ECK2664,ygaW","b2670","947147",NA,"gene-b2670","Gene","protein_coding","alaE","L-alanine exporter","ECK2664"
"2730","NC_000913.3","RefSeq","gene",2799650,2799994,".","-",".","ID=gene-b2671;Dbxref=ASAP:ABE-0008795,ECOCYC:EG12201,GeneID:947156;Name=ygaC;gbkey=Gene;gene=ygaC;gene_biotype=protein_coding;gene_synonym=ECK2665;locus_tag=b2671","ECK2665","b2671","947156",NA,"gene-b2671","Gene","protein_coding","ygaC","DUF2002 domain-containing protein YgaC","ECK2665"
"2731","NC_000913.3","RefSeq","gene",2800146,2800475,".","+",".","ID=gene-b2672;Dbxref=ASAP:ABE-0008799,ECOCYC:G7400,GeneID:947157;Name=ygaM;gbkey=Gene;gene=ygaM;gene_biotype=protein_coding;gene_synonym=ECK2666;locus_tag=b2672","ECK2666","b2672","947157",NA,"gene-b2672","Gene","protein_coding","ygaM","DUF883 domain-containing protein YgaM","ECK2666"
"2732","NC_000913.3","RefSeq","gene",2800723,2800968,".","+",".","ID=gene-b2673;Dbxref=ASAP:ABE-0008802,ECOCYC:G7401,GeneID:947161;Name=nrdH;gbkey=Gene;gene=nrdH;gene_biotype=protein_coding;gene_synonym=ECK2667,ygaN;locus_tag=b2673","ECK2667,ygaN","b2673","947161",NA,"gene-b2673","Gene","protein_coding","nrdH","glutaredoxin-like protein NrdH","ECK2667"
"2733","NC_000913.3","RefSeq","gene",2800965,2801375,".","+",".","ID=gene-b2674;Dbxref=ASAP:ABE-0008804,ECOCYC:G7402,GeneID:947158;Name=nrdI;gbkey=Gene;gene=nrdI;gene_biotype=protein_coding;gene_synonym=ECK2668,ygaO;locus_tag=b2674","ECK2668,ygaO","b2674","947158",NA,"gene-b2674","Gene","protein_coding","nrdI","dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI","ECK2668"
"2734","NC_000913.3","RefSeq","gene",2801348,2803492,".","+",".","ID=gene-b2675;Dbxref=ASAP:ABE-0008806,ECOCYC:EG20257,GeneID:947155;Name=nrdE;gbkey=Gene;gene=nrdE;gene_biotype=protein_coding;gene_synonym=ECK2669;locus_tag=b2675","ECK2669","b2675","947155",NA,"gene-b2675","Gene","protein_coding","nrdE","ribonucleoside-diphosphate reductase 2 subunit alpha","ECK2669"
"2735","NC_000913.3","RefSeq","gene",2803502,2804461,".","+",".","ID=gene-b2676;Dbxref=ASAP:ABE-0008808,ECOCYC:EG12381,GeneID:947149;Name=nrdF;gbkey=Gene;gene=nrdF;gene_biotype=protein_coding;gene_synonym=ECK2670,ygaD;locus_tag=b2676","ECK2670,ygaD","b2676","947149",NA,"gene-b2676","Gene","protein_coding","nrdF","ribonucleoside-diphosphate reductase 2 subunit beta","ECK2670"
"2736","NC_000913.3","RefSeq","gene",2804815,2806017,".","+",".","ID=gene-b2677;Dbxref=ASAP:ABE-0008814,ECOCYC:EG10771,GeneID:947148;Name=proV;gbkey=Gene;gene=proV;gene_biotype=protein_coding;gene_synonym=ECK2671,osrA,proU;locus_tag=b2677","ECK2671,osrA,proU","b2677","947148",NA,"gene-b2677","Gene","protein_coding","proV","glycine betaine ABC transporter ATP binding subunit ProV","ECK2671"
"2737","NC_000913.3","RefSeq","gene",2806010,2807074,".","+",".","ID=gene-b2678;Dbxref=ASAP:ABE-0008816,ECOCYC:EG10772,GeneID:947145;Name=proW;gbkey=Gene;gene=proW;gene_biotype=protein_coding;gene_synonym=ECK2672,osrA,proU;locus_tag=b2678","ECK2672,osrA,proU","b2678","947145",NA,"gene-b2678","Gene","protein_coding","proW","glycine betaine ABC transporter membrane subunit ProW","ECK2672"
"2738","NC_000913.3","RefSeq","gene",2807132,2808124,".","+",".","ID=gene-b2679;Dbxref=ASAP:ABE-0008818,ECOCYC:EG10773,GeneID:947165;Name=proX;gbkey=Gene;gene=proX;gene_biotype=protein_coding;gene_synonym=ECK2673,osrA,proU;locus_tag=b2679","ECK2673,osrA,proU","b2679","947165",NA,"gene-b2679","Gene","protein_coding","proX","glycine betaine ABC transporter periplasmic binding protein ProX","ECK2673"
"2739","NC_000913.3","RefSeq","gene",2809617,2810354,".","+",".","ID=gene-b2682;Dbxref=ASAP:ABE-0008829,ECOCYC:G7405,GeneID:945093;Name=ygaZ;gbkey=Gene;gene=ygaZ;gene_biotype=protein_coding;gene_synonym=ECK2676;locus_tag=b2682","ECK2676","b2682","945093",NA,"gene-b2682","Gene","protein_coding","ygaZ","L-valine exporter%2C YgaZ component","ECK2676"
"2740","NC_000913.3","RefSeq","gene",2810344,2810679,".","+",".","ID=gene-b2683;Dbxref=ASAP:ABE-0008831,ECOCYC:G7406,GeneID:945111;Name=ygaH;gbkey=Gene;gene=ygaH;gene_biotype=protein_coding;gene_synonym=ECK2677;locus_tag=b2683","ECK2677","b2683","945111",NA,"gene-b2683","Gene","protein_coding","ygaH","L-valine exporter%2C YgaH component","ECK2677"
"2741","NC_000913.3","RefSeq","gene",2810770,2811300,".","+",".","ID=gene-b2684;Dbxref=ASAP:ABE-0008834,ECOCYC:EG10603,GeneID:945282;Name=mprA;gbkey=Gene;gene=mprA;gene_biotype=protein_coding;gene_synonym=ECK2678,emrR;locus_tag=b2684","ECK2678,emrR","b2684","945282",NA,"gene-b2684","Gene","protein_coding","mprA","DNA-binding transcriptional regulator MprA","ECK2678"
"2742","NC_000913.3","RefSeq","gene",2811427,2812599,".","+",".","ID=gene-b2685;Dbxref=ASAP:ABE-0008838,ECOCYC:EG11354,GeneID:947166;Name=emrA;gbkey=Gene;gene=emrA;gene_biotype=protein_coding;gene_synonym=ECK2679;locus_tag=b2685","ECK2679","b2685","947166",NA,"gene-b2685","Gene","protein_coding","emrA","multidrug efflux pump membrane fusion protein EmrA","ECK2679"
"2743","NC_000913.3","RefSeq","gene",2812616,2814154,".","+",".","ID=gene-b2686;Dbxref=ASAP:ABE-0008840,ECOCYC:EG11439,GeneID:947167;Name=emrB;gbkey=Gene;gene=emrB;gene_biotype=protein_coding;gene_synonym=ECK2680;locus_tag=b2686","ECK2680","b2686","947167",NA,"gene-b2686","Gene","protein_coding","emrB","multidrug efflux pump membrane subunit EmrB","ECK2680"
"2744","NC_000913.3","RefSeq","gene",2814218,2814733,".","-",".","ID=gene-b2687;Dbxref=ASAP:ABE-0008842,ECOCYC:EG12712,GeneID:947168;Name=luxS;gbkey=Gene;gene=luxS;gene_biotype=protein_coding;gene_synonym=ECK2681,ygaG;locus_tag=b2687","ECK2681,ygaG","b2687","947168",NA,"gene-b2687","Gene","protein_coding","luxS","S-ribosylhomocysteine lyase","ECK2681"
"2745","NC_000913.3","RefSeq","gene",2814802,2814874,".","+",".","ID=gene-b4442;Dbxref=ASAP:ABE-0047262,ECOCYC:G0-8866,GeneID:2847697;Name=micA;gbkey=Gene;gene=micA;gene_biotype=ncRNA;gene_synonym=ECK2682,psrA10,sraD;locus_tag=b4442","ECK2682,psrA10,sraD","b4442","2847697",NA,"gene-b4442","Gene","ncRNA","micA","small regulatory RNA MicA","ECK2682"
"2746","NC_000913.3","RefSeq","gene",2814883,2816439,".","-",".","ID=gene-b2688;Dbxref=ASAP:ABE-0008845,ECOCYC:EG10418,GeneID:944881;Name=gshA;gbkey=Gene;gene=gshA;gene_biotype=protein_coding;gene_synonym=ECK2683,gsh-I;locus_tag=b2688","ECK2683,gsh-I","b2688","944881",NA,"gene-b2688","Gene","protein_coding","gshA","glutamate--cysteine ligase","ECK2683"
"2747","NC_000913.3","RefSeq","gene",2816512,2816940,".","-",".","ID=gene-b2689;Dbxref=ASAP:ABE-0008847,ECOCYC:G7407,GeneID:945419;Name=yqaA;gbkey=Gene;gene=yqaA;gene_biotype=protein_coding;gene_synonym=ECK2684;locus_tag=b2689","ECK2684","b2689","945419",NA,"gene-b2689","Gene","protein_coding","yqaA","DedA family protein YqaA","ECK2684"
"2748","NC_000913.3","RefSeq","gene",2816937,2817503,".","-",".","ID=gene-b2690;Dbxref=ASAP:ABE-0008850,ECOCYC:G7408,GeneID:945776;Name=yqaB;gbkey=Gene;gene=yqaB;gene_biotype=protein_coding;gene_synonym=ECK2685;locus_tag=b2690","ECK2685","b2690","945776",NA,"gene-b2690","Gene","protein_coding","yqaB","fructose-1-phosphate phosphatase YqaB","ECK2685"
"2749","NC_000913.3","RefSeq","gene",2817784,2817860,".","-",".","ID=gene-b2691;Dbxref=ASAP:ABE-0008856,ECOCYC:EG30013,GeneID:947150;Name=argQ;gbkey=Gene;gene=argQ;gene_biotype=tRNA;gene_synonym=argVdelta,ECK2686;locus_tag=b2691","argVdelta,ECK2686","b2691","947150",NA,"gene-b2691","Gene","tRNA","argQ","tRNA-Arg","ECK2686"
"2750","NC_000913.3","RefSeq","gene",2818059,2818135,".","-",".","ID=gene-b2692;Dbxref=ASAP:ABE-0008858,ECOCYC:EG30019,GeneID:947171;Name=argZ;gbkey=Gene;gene=argZ;gene_biotype=tRNA;gene_synonym=argVgamma,ECK2687;locus_tag=b2692","argVgamma,ECK2687","b2692","947171",NA,"gene-b2692","Gene","tRNA","argZ","tRNA-Arg","ECK2687"
"2751","NC_000913.3","RefSeq","gene",2818198,2818274,".","-",".","ID=gene-b2693;Dbxref=ASAP:ABE-0008860,ECOCYC:EG30018,GeneID:946596;Name=argY;gbkey=Gene;gene=argY;gene_biotype=tRNA;gene_synonym=argVbeta,ECK2688;locus_tag=b2693","argVbeta,ECK2688","b2693","946596",NA,"gene-b2693","Gene","tRNA","argY","tRNA-Arg","ECK2688"
"2752","NC_000913.3","RefSeq","gene",2818473,2818549,".","-",".","ID=gene-b2694;Dbxref=ASAP:ABE-0008862,ECOCYC:EG30015,GeneID:947209;Name=argV;gbkey=Gene;gene=argV;gene_biotype=tRNA;gene_synonym=argValpha,ECK2689;locus_tag=b2694","argValpha,ECK2689","b2694","947209",NA,"gene-b2694","Gene","tRNA","argV","tRNA-Arg","ECK2689"
