Start	End	Biotype	Strand	Name	Locus_tag	Product	ECKnb
2468214	2469134	protein_coding	D	yfdH	b2351		ECK2345
2469131	2470462	protein_coding	D	yfdI	b2352		ECK2346
2470497	2470643	protein_coding	C	yodE	b4780		ECK4637
2471077	2471517	protein_coding	C	yfdK	b2354		ECK2348
2472112	2472387	protein_coding	C	yfdM	b2356		ECK2350
2472387	2472881	protein_coding	C	yfdN	b2357		ECK2351
2472878	2473246	protein_coding	C	yfdO	b2358		ECK2352
2473604	2473966	protein_coding	D	yfdP	b2359		ECK2353
2474032	2474856	protein_coding	D	yfdQ	b2360		ECK2354
2474984	2475520	protein_coding	D	yfdR	b2361		ECK2355
2475511	2475873	protein_coding	D	yfdS	b2362		ECK2356
2475873	2476178	protein_coding	D	yfdT	b2363		ECK2357
2476094	2476234	protein_coding	D	ypdJ	b4545		ECK2358
2476310	2476510	protein_coding	D	torI	b4501		ECK2359
2476694	2477629	protein_coding	C	dsdC	b2364		ECK2360
2477847	2479184	protein_coding	D	dsdX	b2365		ECK2361
2479202	2480530	protein_coding	D	dsdA	b2366		ECK2362
2480638	2482176	protein_coding	C	emrY	b2367		ECK2363
2482176	2483339	protein_coding	C	emrK	b2368		ECK2364
2483729	2483758	protein_coding	D	evgL	b4781		ECK4638
2483755	2484369	protein_coding	D	evgA	b2369		ECK2365
2484374	2487967	protein_coding	D	evgS	b2370		ECK2366
2488023	2489168	protein_coding	C	yfdE	b2371		ECK2367
2489242	2490186	protein_coding	C	yfdV	b2372		ECK2368
2490256	2491950	protein_coding	C	oxc	b2373		ECK2369
2492004	2493254	protein_coding	C	frc	b2374		ECK2370
2493767	2494402	protein_coding	C	yfdX	b2375		ECK2371
2494698	2494973	protein_coding	D	ypdI	b2376		ECK2372
2495050	2495292	protein_coding	C	yfdY	b2377		ECK2373
2495645	2496565	protein_coding	D	lpxP	b2378		ECK2374
2496921	2496992	protein_coding	D	ypdK	b4680		ECK4495
2497057	2498295	protein_coding	C	alaC	b2379		ECK2375
2498671	2500368	protein_coding	D	pyrS	b2380		ECK2376
2500383	2501117	protein_coding	D	pyrR	b2381		ECK2377
2501130	2501987	protein_coding	D	ypdC	b2382		ECK2378
2501990	2504485	protein_coding	C	fryA	b2383		ECK2379
2504510	2505547	protein_coding	C	ypdE	b2384		ECK2380
2505547	2506632	protein_coding	C	ypdF	b2385		ECK2381
2506647	2507894	protein_coding	C	fryC	b2386		ECK2382
2507916	2508242	protein_coding	C	fryB	b2387		ECK2383
2508461	2509426	protein_coding	C	glk	b2388		ECK2384
2509630	2510886	protein_coding	D	yfeO	b2389		ECK2385
2511001	2511327	protein_coding	D	ypeC	b2390		ECK2386
2511468	2512706	protein_coding	C	mntH	b2392		ECK2387
2512687	2512776	protein_coding	C	ypeD	b4819		ECK4676
2513042	2514244	protein_coding	D	nupC	b2393		ECK2388
2514331	2515443	protein_coding	D	insL3	b2394		ECK0016
2515643	2517832	protein_coding	C	pdeA	b2395		ECK2389
2518041	2518116	tRNA	C	alaX	b2396		ECK2390
2518156	2518231	tRNA	C	alaW	b2397		ECK2391
2518467	2518811	protein_coding	D	yfeC	b2398		ECK2392
2518813	2519205	protein_coding	D	yfeD	b2399		ECK2393
2519257	2520672	protein_coding	C	gltX	b2400		ECK2394
2520931	2521006	tRNA	D	valU	b2401		ECK2395
2521051	2521126	tRNA	D	valX	b2402		ECK2396
2521173	2521248	tRNA	D	valY	b2403		ECK2397
2521253	2521328	tRNA	D	lysV	b2404		ECK2398
2521593	2522477	protein_coding	C	xapR	b2405		ECK2399
2522729	2523985	protein_coding	C	xapB	b2406		ECK2400
2524045	2524878	protein_coding	C	xapA	b2407		ECK2401
2525127	2525891	protein_coding	D	yfeN	b2408		ECK2402
2525930	2526856	protein_coding	C	yfeR	b2409		ECK2403
2526946	2527944	protein_coding	D	yfeH	b2410		ECK2404
2527941	2528159	protein_coding	C	ypeB	b4546		ECK2405
2528161	2530176	protein_coding	C	ligA	b2411		ECK2406
2530247	2531233	protein_coding	C	zipA	b2412		ECK2407
2531463	2532224	protein_coding	D	cysZ	b2413		ECK2408
2532409	2533380	protein_coding	D	cysK	b2414		ECK2409
2533764	2534021	protein_coding	D	ptsH	b2415		ECK2410
2534066	2535793	protein_coding	D	ptsI	b2416		ECK2411
2535834	2536343	protein_coding	D	crr	b2417		ECK2412
2536386	2537237	protein_coding	C	pdxK	b2418		ECK2413
2537342	2537716	protein_coding	D	yfeK	b2419		ECK2414
2537749	2538483	protein_coding	D	yfeS	b2420		ECK2415
2538672	2539583	protein_coding	C	cysM	b2421		ECK2416
2539717	2540814	protein_coding	C	cysA	b2422		ECK2417
2540804	2541679	protein_coding	C	cysW	b2423		ECK2418
2541679	2542512	protein_coding	C	cysU	b2424		ECK2419
2542512	2543528	protein_coding	C	cysP	b2425		ECK2420
2543832	2544623	protein_coding	C	ucpA	b2426		ECK2421
2544752	2545609	protein_coding	C	murR	b2427		ECK2422
2545773	2546669	protein_coding	D	murQ	b2428		ECK2423
2546673	2548097	protein_coding	D	murP	b2429		ECK2424
2548102	2549406	protein_coding	D	yfeW	b2430		ECK2425
2549646	2550545	protein_coding	C	yfeX	b2431		ECK2426
2550641	2551216	protein_coding	C	yfeY	b2432		ECK2427
2551277	2551726	protein_coding	C	yfeZ	b2433		ECK2428
2551713	2552138	protein_coding	C	ypeA	b2434		ECK2429
2552352	2553221	protein_coding	D	amiA	b2435		ECK2430
2553225	2554124	protein_coding	D	hemF	b2436		ECK2431
2554130	2555182	protein_coding	C	eutR	b2437		ECK2432
2555228	2555728	protein_coding	C	eutK	b2438		ECK2433
2555741	2556400	protein_coding	C	eutL	b2439		ECK2434
2556410	2557297	protein_coding	C	eutC	b2440		ECK2435
2557318	2558679	protein_coding	C	eutB	b2441		ECK2436
2558858	2560066	protein_coding	D	intZ	b2442		ECK2437
2560257	2560898	protein_coding	D	yffL	b2443		ECK2438
2561368	2561613	protein_coding	D	yffM	b2444		ECK2439
2561625	2561993	protein_coding	D	yffN	b2445		ECK2440
2562111	2562527	protein_coding	D	yffO	b2446		ECK2441
2562524	2563117	protein_coding	D	yffP	b2447		ECK2442
2563592	2563969	protein_coding	D	yffQ	b2448		ECK2443
2563980	2564372	protein_coding	D	yffR	b2449		ECK2444
2564523	2565332	protein_coding	D	yffS	b2450		ECK2445
2565481	2566884	protein_coding	C	eutA	b2451		ECK2446
2566881	2568107	protein_coding	C	eutH	b2452		ECK2447
2568324	2569511	protein_coding	C	eutG	b2453		ECK2448
2569501	2570337	protein_coding	C	eutJ	b2454		ECK2449
2570348	2571751	protein_coding	C	eutE	b2455		ECK2450
2571763	2572050	protein_coding	C	eutN	b2456		ECK2451
2572157	2572450	protein_coding	C	eutM	b2457		ECK2452
2572489	2573505	protein_coding	C	eutD	b2458		ECK2453
2573502	2574305	protein_coding	C	eutT	b2459		ECK2454
2574302	2575003	protein_coding	C	eutQ	b2460		ECK2455
2574978	2575457	protein_coding	C	eutP	b2461		ECK2456
2575470	2575805	protein_coding	C	eutS	b2462		ECK2457
2576098	2578377	protein_coding	C	maeB	b2463		ECK2458
2578666	2579616	protein_coding	D	talA	b2464		ECK2459
2579636	2581639	protein_coding	D	tktB	b2465		ECK2460
2581734	2582777	protein_coding	C	ypfG	b2466		ECK2461
2582903	2583478	protein_coding	C	nudK	b2467		ECK2462
2583546	2585525	protein_coding	C	aegA	b2468		ECK2463
2585731	2587431	protein_coding	D	narQ	b2469		ECK2464
2587595	2590708	protein_coding	D	acrD	b2470		ECK2465
2590807	2590866	protein_coding	C	ypfM	b4606		ECK4415
2591247	2591603	protein_coding	D	yffB	b2471		ECK2466
2591607	2592734	protein_coding	D	dapE	b2472		ECK2467
2592762	2592962	protein_coding	D	ypfN	b4547		ECK2468
2593072	2593770	protein_coding	C	ypfH	b2473		ECK2469
2593844	2595859	protein_coding	C	tmcA	b2474		ECK2470
2595874	2596737	protein_coding	C	ypfJ	b2475		ECK2471
2596905	2597618	protein_coding	C	purC	b2476		ECK2472
2597831	2598865	protein_coding	C	bamC	b2477		ECK2473
2598882	2599760	protein_coding	C	dapA	b2478		ECK2474
2599906	2600478	protein_coding	D	gcvR	b2479		ECK2475
2600478	2600948	protein_coding	D	bcp	b2480		ECK2476
2601201	2601818	protein_coding	D	hyfA	b2481		ECK2477
2601818	2603836	protein_coding	D	hyfB	b2482		ECK2478
2603847	2604794	protein_coding	D	hyfC	b2483		ECK2479
2604811	2606250	protein_coding	D	hyfD	b2484		ECK2480
2606262	2606912	protein_coding	D	hyfE	b2485		ECK2481
2606917	2608497	protein_coding	D	hyfF	b2486		ECK2482
2608487	2610154	protein_coding	D	hyfG	b2487		ECK2483
2610164	2610709	protein_coding	D	hyfH	b2488		ECK2484
2610706	2611464	protein_coding	D	hyfI	b2489		ECK2485
2611457	2611870	protein_coding	D	hyfJ	b2490		ECK2486
2611900	2613912	protein_coding	D	hyfR	b2491		ECK2487
2613934	2614782	protein_coding	D	focB	b2492		ECK2488
2614820	2615881	protein_coding	C	yfgO	b2493		ECK2489
2616094	2617557	protein_coding	D	bepA	b2494		ECK2490
2617578	2617937	protein_coding	D	yfgD	b2495		ECK2491
2618075	2618776	protein_coding	C	hda	b2496		ECK2492
2618871	2620160	protein_coding	C	uraA	b2497		ECK2493
2620246	2620872	protein_coding	C	upp	b2498		ECK2494
2621197	2622234	protein_coding	D	purM	b2499		ECK2495
2622234	2622872	protein_coding	D	purN	b2500		ECK2496
2623044	2625110	protein_coding	D	ppk	b2501		ECK2497
2625115	2626656	protein_coding	D	ppx	b2502		ECK2498
2626695	2628938	protein_coding	C	pdeF	b2503		ECK2499
2629290	2629481	protein_coding	D	yfgG	b2504		ECK2500
2629792	2630310	protein_coding	D	yfgH	b2505		ECK2501
2630326	2630865	protein_coding	D	yfgI	b2506		ECK2502
2630958	2632535	protein_coding	C	guaA	b2507		ECK2503
2632604	2634070	protein_coding	C	guaB	b2508		ECK2504
2634232	2635602	protein_coding	D	xseA	b2509		ECK2505
2635599	2635814	protein_coding	C	yfgJ	b2510		ECK2506
2635884	2637356	protein_coding	C	der	b2511		ECK2507
2637474	2638652	protein_coding	C	bamB	b2512		ECK2508
2638663	2639283	protein_coding	C	yfgM	b2513		ECK2509
2639301	2640575	protein_coding	C	hisS	b2514		ECK2510
2640595	2640686	ncRNA	C	sroE	b4761		ECK4618
2640686	2641804	protein_coding	C	ispG	b2515		ECK2511
2641831	2642844	protein_coding	C	rodZ	b2516		ECK2512
2643129	2644283	protein_coding	C	rlmN	b2517		ECK2513
2644433	2644864	protein_coding	C	ndk	b2518		ECK2514
2645013	2647325	protein_coding	C	pbpC	b2519		ECK2515
2647326	2652287	protein_coding	C	yfhM	b2520		ECK2516
2652494	2653339	protein_coding	D	sseA	b2521		ECK2517
2653356	2653455	ncRNA	C	timR	b4811		ECK4668
2653855	2654158	ncRNA	D	ryfA	b4440		ECK2518
2654001	2654126	protein_coding	D	timP	b4812		ECK4669
2654157	2654933	protein_coding	C	sseB	b2522		ECK2519
2655075	2656358	protein_coding	C	pepB	b2523		ECK2520
2656536	2656736	protein_coding	C	iscX	b2524		ECK2521
2656748	2657083	protein_coding	C	fdx	b2525		ECK2522
2657085	2658935	protein_coding	C	hscA	b2526		ECK2523
2658952	2659467	protein_coding	C	hscB	b2527		ECK2524
2659563	2659886	protein_coding	C	iscA	b2528		ECK2525
2659903	2660289	protein_coding	C	iscU	b2529		ECK2526
2660317	2661531	protein_coding	C	iscS	b2530		ECK2527
2661643	2662131	protein_coding	C	iscR	b2531		ECK2528
2662583	2663323	protein_coding	C	trmJ	b2532		ECK2529
2663442	2664245	protein_coding	D	suhB	b2533		ECK2530
2664390	2665244	protein_coding	D	yfhR	b2534		ECK2531
2665435	2666715	protein_coding	D	csiE	b2535		ECK2532
2666707	2667846	protein_coding	C	hcaT	b2536		ECK2533
2668006	2668896	protein_coding	C	hcaR	b2537		ECK2534
2668006	2668071	protein_coding	C	iroK	b4706		ECK4518
2669032	2670393	protein_coding	D	hcaE	b2538		ECK2535
2670390	2670908	protein_coding	D	hcaF	b2539		ECK2536
2670908	2671228	protein_coding	D	hcaC	b2540		ECK2537
2671225	2672037	protein_coding	D	hcaB	b2541		ECK2538
2672047	2673249	protein_coding	D	hcaD	b2542		ECK2539
2673346	2673768	protein_coding	D	yphA	b2543		ECK2540
2673816	2674688	protein_coding	C	yphB	b2544		ECK2541
2674700	2675761	protein_coding	C	yphC	b2545		ECK2542
2675827	2676825	protein_coding	C	yphD	b2546		ECK2543
2676850	2678361	protein_coding	C	yphE	b2547		ECK2544
2678384	2679367	protein_coding	C	yphF	b2548		ECK2545
2679464	2682745	protein_coding	C	yphG	b2549		ECK2546
2682863	2684056	protein_coding	D	yphH	b2550		ECK2547
2684254	2685507	protein_coding	C	glyA	b2551		ECK2548
2685835	2687025	protein_coding	D	hmp	b2552		ECK2549
2687070	2687408	protein_coding	C	glnB	b2553		ECK2550
2687469	2688803	protein_coding	C	glrR	b2554		ECK2551
2688793	2689506	protein_coding	C	qseG	b2555		ECK2552
2689671	2691098	protein_coding	C	glrK	b2556		ECK2553
2691157	2691340	ncRNA	C	glmY	b4441		ECK2554
2691656	2695543	protein_coding	C	purL	b2557		ECK2555
2695801	2697357	protein_coding	D	mltF	b2558		ECK2556
2697354	2697857	protein_coding	C	tadA	b2559		ECK2557
2697915	2698550	protein_coding	C	pgpC	b2560		ECK2558
2698759	2699607	protein_coding	D	yfhH	b2561		ECK2559
2699663	2699923	protein_coding	D	yfhL	b2562		ECK2560
2700117	2700197	protein_coding	C	shoB	b4687		ECK4502
2700520	2700598	ncRNA	D	ohsC	b4608		ECK4417
2700618	2700998	protein_coding	C	acpS	b2563		ECK2561
2700998	2701729	protein_coding	C	pdxJ	b2564		ECK2562
2701741	2702469	protein_coding	C	recO	b2565		ECK2563
2702481	2703386	protein_coding	C	era	b2566		ECK2564
2703383	2704063	protein_coding	C	rnc	b2567		ECK2565
2704335	2705309	protein_coding	C	lepB	b2568		ECK2566
2705325	2707124	protein_coding	C	lepA	b2569		ECK2567
2707322	2707801	protein_coding	C	rseC	b2570		ECK2568
2707798	2708754	protein_coding	C	rseB	b2571		ECK2569
2708754	2709404	protein_coding	C	rseA	b2572		ECK2570
2709437	2710012	protein_coding	C	rpoE	b2573		ECK2571
2710009	2710164	protein_coding	C	rseD	b4725		ECK4582
2710420	2712042	protein_coding	D	nadB	b2574		ECK2572
2712027	2712764	protein_coding	C	yfiC	b2575		ECK2573
2712896	2714230	protein_coding	D	srmB	b2576		ECK2574
2714439	2715320	protein_coding	C	yfiE	b2577		ECK2575
2715423	2716010	protein_coding	D	eamB	b2578		ECK2576
2716066	2716449	protein_coding	C	grcA	b2579		ECK2577
2716754	2717443	protein_coding	D	ung	b2580		ECK2578
2717491	2718528	protein_coding	C	yfiF	b2581		ECK2579
2718735	2719154	protein_coding	D	trxC	b2582		ECK2580
2719223	2719921	protein_coding	D	tapT	b2583		ECK2581
2719953	2722613	protein_coding	D	patZ	b2584		ECK2582
2722702	2722743	protein_coding	D	pssL	b4782		ECK4639
2722727	2724082	protein_coding	D	pssA	b2585		ECK2583
2724128	2724451	protein_coding	D	yfiM	b2586		ECK2584
2724448	2725746	protein_coding	C	kgtP	b2587		ECK2585
2725925	2725987	protein_coding	D	yfiS	b4783		ECK4639
2726069	2726188	rRNA	C	rrfG	b2588		ECK2586
2726281	2729184	rRNA	C	rrlG	b2589		ECK2587
2729369	2729444	tRNA	C	gltW	b2590		ECK2588
2729616	2731157	rRNA	C	rrsG	b2591		ECK2589
2731600	2734173	protein_coding	C	clpB	b2592		ECK2590
2734153	2734295	ncRNA	C	ryfD	b4609		ECK4418
2734303	2735034	protein_coding	C	yfiH	b2593		ECK2591
2735031	2736011	protein_coding	C	rluD	b2594		ECK2592
2736146	2736883	protein_coding	D	bamD	b2595		ECK2593
2737154	2737495	protein_coding	D	raiA	b2597		ECK2594
2737381	2737542	ncRNA	D	raiZ	b4805		ECK4662
2737599	2737646	protein_coding	D	pheL	b2598		ECK2595
2737745	2738905	protein_coding	D	pheA	b2599		ECK2596
2738948	2740069	protein_coding	C	tyrA	b2600		ECK2597
2740080	2741150	protein_coding	C	aroF	b2601		ECK2598
2741360	2741725	protein_coding	D	yfiL	b2602		ECK2599
2741875	2742393	protein_coding	D	yfiR	b2603		ECK2600
2742383	2743609	protein_coding	D	dgcN	b2604		ECK2601
2743625	2744107	protein_coding	D	yfiB	b2605		ECK2602
2744183	2744530	protein_coding	C	rplS	b2606		ECK2603
2744572	2745339	protein_coding	C	trmD	b2607		ECK2604
2745370	2745918	protein_coding	C	rimM	b2608		ECK2605
2745937	2746185	protein_coding	C	rpsP	b2609		ECK2606
2746434	2747795	protein_coding	C	ffh	b2610		ECK2607
2747962	2748753	protein_coding	D	ypjD	b2611		ECK2608
2748774	2750060	protein_coding	D	yfjD	b4461		ECK2609
2750115	2750708	protein_coding	C	grpE	b2614		ECK2610
2750831	2751709	protein_coding	D	nadK	b2615		ECK2611
2751795	2753456	protein_coding	D	recN	b2616		ECK2612
2753605	2753946	protein_coding	D	bamE	b2617		ECK2613
2754008	2754298	protein_coding	C	yfjF	b2618		ECK2614
2754288	2754764	protein_coding	C	ratA	b2619		ECK2615
2754896	2755378	protein_coding	D	smpB	b2620		ECK2616
2755593	2755955	ncRNA	D	ssrA	b2621		ECK2617
2756159	2757400	protein_coding	D	intA	b2622		ECK2618
2757644	2758600	protein_coding	C	yfjH	b2623		ECK2619
2758644	2758856	protein_coding	D	alpA	b2624		ECK2620
2758985	2760394	protein_coding	D	yfjI	b2625		ECK2621
2760547	2761173	protein_coding	D	yfjJ	b2626		ECK2622
2761351	2763540	protein_coding	C	abpB	b2627		ECK2623
2763537	2765153	protein_coding	C	abpA	b2628		ECK2624
2765513	2765776	protein_coding	C	yfjM	b2629		ECK2625
2765918	2766991	protein_coding	D	rnlA	b2630		ECK2626
2766984	2767355	protein_coding	D	rnlB	b2631		ECK2627
2767710	2768573	protein_coding	D	yfjP	b2632		ECK2628
2768665	2769486	protein_coding	D	yfjQ	b2633		ECK2629
2769703	2770404	protein_coding	D	yfjR	b2634		ECK2630
2770445	2770681	protein_coding	D	ypjK	b2635		ECK2631
2770681	2771124	protein_coding	D	yfjS	b2636		ECK2632
2771148	2771615	protein_coding	D	yfjT	b2637		ECK2633
2771840	2772154	protein_coding	C	yfjU	b2638		ECK2634
2773318	2775021	protein_coding	D	yfjW	b2642		ECK2638
2775919	2776377	protein_coding	D	yfjX	b2643		ECK2639
2776386	2776868	protein_coding	D	yfjY	b2644		ECK2640
2776877	2777077	protein_coding	D	ypjJ	b4548		ECK2641
2777115	2777432	protein_coding	D	yfjZ	b2645		ECK2642
2777453	2777782	protein_coding	D	ypjF	b2646		ECK2643
2778146	2782726	protein_coding	C	ypjA	b2647		ECK2644
2783638	2784429	protein_coding	C	ypjB	b2649		ECK2646
2784529	2785011	protein_coding	C	ypjC	b2650		ECK2647
2785762	2785837	tRNA	C	ileY	b2652		ECK2648
2788985	2789962	protein_coding	D	glaH	b2659		ECK2653
2789982	2791250	protein_coding	D	lhgD	b2660		ECK2654
2791273	2792721	protein_coding	D	gabD	b2661		ECK2655
2792735	2794015	protein_coding	D	gabT	b2662		ECK2656
2794253	2795653	protein_coding	D	gabP	b2663		ECK2657
2795674	2796336	protein_coding	D	glaR	b2664		ECK2658
2796337	2796786	protein_coding	C	kbp	b2665		ECK2659
2796870	2797028	protein_coding	C	yqaE	b2666		ECK2660
2797211	2797510	protein_coding	D	ygaV	b2667		ECK2661
2797520	2798044	protein_coding	D	ygaP	b2668		ECK2662
2798091	2798495	protein_coding	C	stpA	b2669		ECK2663
2799164	2799613	protein_coding	D	alaE	b2670		ECK2664
2799650	2799994	protein_coding	C	ygaC	b2671		ECK2665
2800146	2800475	protein_coding	D	ygaM	b2672		ECK2666
2800723	2800968	protein_coding	D	nrdH	b2673		ECK2667
2800965	2801375	protein_coding	D	nrdI	b2674		ECK2668
2801348	2803492	protein_coding	D	nrdE	b2675		ECK2669
2803502	2804461	protein_coding	D	nrdF	b2676		ECK2670
2804815	2806017	protein_coding	D	proV	b2677		ECK2671
2806010	2807074	protein_coding	D	proW	b2678		ECK2672
2807132	2808124	protein_coding	D	proX	b2679		ECK2673
2809617	2810354	protein_coding	D	ygaZ	b2682		ECK2676
2810344	2810679	protein_coding	D	ygaH	b2683		ECK2677
2810770	2811300	protein_coding	D	mprA	b2684		ECK2678
2811427	2812599	protein_coding	D	emrA	b2685		ECK2679
2812616	2814154	protein_coding	D	emrB	b2686		ECK2680
2814218	2814733	protein_coding	C	luxS	b2687		ECK2681
2814802	2814874	ncRNA	D	micA	b4442		ECK2682
2814883	2816439	protein_coding	C	gshA	b2688		ECK2683
2816512	2816940	protein_coding	C	yqaA	b2689		ECK2684
2816937	2817503	protein_coding	C	yqaB	b2690		ECK2685
2817784	2817860	tRNA	C	argQ	b2691		ECK2686
2818059	2818135	tRNA	C	argZ	b2692		ECK2687
2818198	2818274	tRNA	C	argY	b2693		ECK2688
2818473	2818549	tRNA	C	argV	b2694		ECK2689
2818553	2818645	tRNA	C	serV	b2695		ECK2690
2818961	2819146	protein_coding	C	csrA	b2696		ECK2691
2819381	2822011	protein_coding	C	alaS	b2697		ECK2692
2822139	2822639	protein_coding	C	recX	b2698		ECK2693
2822708	2823769	protein_coding	C	recA	b2699		ECK2694
2823849	2824346	protein_coding	C	pncC	b2700		ECK2695
2824491	2825576	protein_coding	C	mltB	b2701		ECK2696
2825832	2826395	protein_coding	D	srlA	b2702		ECK2697
2826392	2827351	protein_coding	D	srlE	b2703		ECK2698
2827362	2827733	protein_coding	D	srlB	b2704		ECK2699
2827737	2828516	protein_coding	D	srlD	b2705		ECK2700
2828621	2828980	protein_coding	D	gutM	b2706		ECK2701
2829047	2829820	protein_coding	D	srlR	b2707		ECK2702
2829813	2830778	protein_coding	D	gutQ	b2708		ECK2703
2830775	2832289	protein_coding	C	norR	b2709		ECK2704
2832476	2833915	protein_coding	D	norV	b2710		ECK2705
2833912	2835045	protein_coding	D	norW	b2711		ECK2706
2835173	2837425	protein_coding	C	hypF	b2712		ECK2707
2837578	2838105	protein_coding	C	hydN	b2713		ECK2708
2838254	2839264	protein_coding	C	ascG	b2714		ECK2709
2839524	2840981	protein_coding	D	ascF	b2715		ECK2710
2840990	2842414	protein_coding	D	ascB	b2716		ECK2711
2842573	2843043	protein_coding	C	hycI	b2717		ECK2712
2843036	2843446	protein_coding	C	hycH	b2718		ECK2713
2843443	2844210	protein_coding	C	hycG	b2719		ECK2714
2844210	2844752	protein_coding	C	hycF	b2720		ECK2715
2844762	2846471	protein_coding	C	hycE	b2721		ECK2716
2846489	2847412	protein_coding	C	hycD	b2722		ECK2717
2847415	2849241	protein_coding	C	hycC	b2723		ECK2718
2849238	2849849	protein_coding	C	hycB	b2724		ECK2719
2849974	2850435	protein_coding	C	hycA	b2725		ECK2720
2850647	2850997	protein_coding	D	hypA	b2726		ECK2721
2851001	2851873	protein_coding	D	hypB	b2727		ECK2722
2851864	2852136	protein_coding	D	hypC	b2728		ECK2723
2852136	2853257	protein_coding	D	hypD	b2729		ECK2724
2853254	2854264	protein_coding	D	hypE	b2730		ECK2725
2854338	2856416	protein_coding	D	fhlA	b2731		ECK2726
2856453	2856806	protein_coding	C	ygbA	b2732		ECK2727
2857093	2859654	protein_coding	D	mutS	b2733		ECK2728
2859760	2860416	protein_coding	D	pphB	b2734		ECK2729
2860467	2861234	protein_coding	C	ygbI	b2735		ECK2730
2861430	2862338	protein_coding	D	ygbJ	b2736		ECK2731
2862335	2863501	protein_coding	D	ygbK	b2737		ECK2732
2863593	2864231	protein_coding	D	ygbL	b2738		ECK2733
2864236	2865012	protein_coding	D	ygbM	b2739		ECK2734
2865101	2866465	protein_coding	D	ygbN	b2740		ECK2735
2866559	2867551	protein_coding	C	rpoS	b2741		ECK2736
2867614	2868753	protein_coding	C	nlpD	b2742		ECK2737
2868893	2869519	protein_coding	C	pcm	b2743		ECK2738
2869513	2870274	protein_coding	C	umpG	b2744		ECK2739
2870255	2871304	protein_coding	C	truD	b2745		ECK2740
2871301	2871780	protein_coding	C	ispF	b2746		ECK2741
2871780	2872490	protein_coding	C	ispD	b2747		ECK2742
2872509	2872820	protein_coding	C	ftsB	b2748		ECK2743
2873014	2873337	protein_coding	C	ygbE	b2749		ECK2744
2873387	2873992	protein_coding	C	cysC	b2750		ECK2745
2873992	2875419	protein_coding	C	cysN	b2751		ECK2746
2875421	2876329	protein_coding	C	cysD	b2752		ECK2747
2876581	2877618	protein_coding	D	iap	b2753		ECK2748
2878569	2878853	protein_coding	C	cas2	b2754		ECK2749
2878855	2879772	protein_coding	C	cas1	b2755		ECK2750
2879788	2880387	protein_coding	C	casE	b2756		ECK2751
2880374	2881048	protein_coding	C	casD	b2757		ECK2752
2881051	2882142	protein_coding	C	casC	b2758		ECK2753
2882155	2882637	protein_coding	C	casB	b2759		ECK2754
2882630	2884138	protein_coding	C	casA	b2760		ECK2755
2884553	2887219	protein_coding	C	cas3	b2761		ECK2756
2887353	2887411	ncRNA	D	sokX	b4701		ECK4514
2887578	2888312	protein_coding	C	cysH	b2762		ECK2757
2888387	2890099	protein_coding	C	cysI	b2763		ECK2758
2890099	2891898	protein_coding	C	cysJ	b2764		ECK2759
2892214	2892579	protein_coding	D	queD	b2765		ECK2760
2892657	2893928	protein_coding	D	ygcN	b2766		ECK2761
2893919	2894179	protein_coding	D	ygcO	b2767		ECK2762
2894196	2894771	protein_coding	D	ygcP	b2768		ECK2763
2894919	2895779	protein_coding	C	ygcQ	b2769		ECK2764
2895776	2896555	protein_coding	C	ygcR	b2770		ECK2765
2896533	2897870	protein_coding	C	ygcS	b2771		ECK2766
2897964	2899418	protein_coding	C	ygcU	b4463		ECK2767
2899488	2900273	protein_coding	C	ygcW	b2774		ECK2768
2900592	2901869	protein_coding	D	yqcE	b2775		ECK2769
2901896	2903374	protein_coding	D	ygcE	b2776		ECK2770
2904747	2905418	protein_coding	C	queE	b2777		ECK2771
2905557	2905697	protein_coding	D	yqcG	b4682		ECK4497
2905711	2906583	protein_coding	D	ygcG	b2778		ECK2772
2906643	2907941	protein_coding	C	eno	b2779		ECK2773
2908029	2909666	protein_coding	C	pyrG	b2780		ECK2774
2909894	2910685	protein_coding	C	mazG	b2781		ECK2775
2910756	2911091	protein_coding	C	mazF	b2782		ECK2776
2911091	2911339	protein_coding	C	mazE	b2783		ECK2777
2911417	2913651	protein_coding	C	relA	b2784		ECK2778
2913699	2915000	protein_coding	C	rlmD	b2785		ECK2779
2915057	2917813	protein_coding	D	barA	b2786		ECK2780
2918045	2919385	protein_coding	C	gudD	b2787		ECK2781
2919406	2920746	protein_coding	C	gudX	b2788		ECK2782
2920748	2922100	protein_coding	C	gudP	b2789		ECK2783
2922535	2922984	protein_coding	C	yqcA	b2790		ECK2784
2923002	2923784	protein_coding	C	truC	b2791		ECK2785
2923784	2924113	protein_coding	C	yqcC	b2792		ECK2786
2924156	2924524	ncRNA	C	csrB	b4408		ECK2787
2924735	2925280	protein_coding	C	syd	b2793		ECK2788
2925348	2926196	protein_coding	D	queF	b2794		ECK2789
2926308	2927672	protein_coding	D	ppnN	b2795		ECK2790
2928229	2929518	protein_coding	D	sdaC	b2796		ECK2791
2929576	2930943	protein_coding	D	sdaB	b2797		ECK2792
2931055	2931810	protein_coding	D	ygdG	b2798		ECK2793
2931865	2933013	protein_coding	C	fucO	b2799		ECK2794
2933041	2933688	protein_coding	C	fucA	b2800		ECK2795
2934235	2935551	protein_coding	D	fucP	b2801		ECK2796
2935584	2937359	protein_coding	D	fucI	b2802		ECK2797
2937468	2938886	protein_coding	D	fucK	b2803		ECK2798
