gene,locus_tag in MG1655,gene_type,strand,product,HS_LB,E1114_LB,E1167_LB,H120_LB,TA054_LB,TA447_LB,E101_LB,41-1Ti9_LB,TA280_LB,M114_LB,TA249_LB,JJ1886_LB,CFT073_LB,APECO1_LB,UTI89_LB,S88_LB,MG1655_LB,ROAR8_LB,HS_M9,E1114_M9,E1167_M9,H120_M9,TA054_M9,TA447_M9,E101_M9,41-1Ti9_M9,TA280_M9,M114_M9,TA249_M9,ROAR8_M9,JJ1886_M9,MG1655_M9,HS_GMM,E1114_GMM,E1167_GMM,H120_GMM,TA054_GMM,TA447_GMM,E101_GMM,41-1Ti9_GMM,TA280_GMM,M114_GMM,TA249_GMM,ROAR8_GMM,JJ1886_GMM,CFT073_GMM,APECO1_GMM,UTI89_GMM,S88_GMM,MG1655_GMM,median_LB,median_M9,median_GMM
nrdA,b2234,CDS,1,ribonucleoside-diphosphate reductase 1 subunit alpha,-4.938723181,-7.295429808,-7.503174734,-8.32611273,-7.63877741,-7.916242421,-7.98288769,-7.094931467,-7.873507076,-7.996164704,-7.574037159,-8.140354335,-7.532965502,-7.432554153,-7.809163101,-7.613399056,-6.365632061,-6.833862402,-3.189782468,-5.188604649,-4.983987297,-6.918339326,-4.842919183,-6.955850415,-8.030847398,-5.382919437,-6.431375395,-7.981574482,-7.502064412,-6.947811153,-7.154140823,-4.378319272,0.008120606,0.773492538,0.132494346,-0.356373373,-0.018429501,-0.220138561,-0.304318734,0.351085411,0.140814638,-0.424769675,-0.324850339,0.448494414,0.01291691,0.105792091,0.226132928,0.304736558,0.247079147,0.089848613,-7.593718107,-6.67485736,0.097820352
nrdB,b2235,CDS,1,ribonucleoside-diphosphate reductase 1 subunit beta,-1.809457601,-3.06855436,-2.086131116,-5.880748915,-4.909299131,-4.856489607,-2.403602687,-3.158160989,-0.805074683,-2.928974773,-4.800732212,-3.197538566,-2.281914997,-3.931486063,-3.130516748,-4.428490699,-3.452062075,-3.511703227,-2.940523933,-3.217799725,-3.580045073,-6.120254426,-4.968165005,-7.561776503,-6.922642276,-4.328621789,-5.457745106,-3.597075675,-7.07774395,-6.413740717,-5.879841773,-3.250576502,0.231331007,-0.077258981,0.074188209,0.013998044,0.068596533,0.249091865,0.078502228,0.285828519,0.054174654,0.083655552,-0.011590535,0.102291468,-0.063890184,0.079721972,0.237041911,-0.026665889,0.255339385,-0.039957067,-3.177849777,-5.212955055,0.076345218
nrdD,b4238,CDS,-1,anaerobic ribonucleoside-triphosphate reductase,-0.087346138,0.284010197,-0.042523478,0.202080605,-0.097423297,-0.14400796,-0.1264651,0.283189279,0.170728182,0.008792045,-0.209097621,-0.1527489,0.194311922,-0.038641782,-0.050319419,-0.137663493,0.046905101,-0.293726133,0.450007668,0.327472676,0.100493286,0.112247558,0.057874626,-0.135755597,-0.10846988,-0.009450498,0.099233112,0.049197598,-0.211801338,0.173653729,-0.145185921,0.307620623,-0.630442494,-0.481947389,0.050799447,0.098746396,-0.654373935,0.45177657,-0.544589058,1.762000929,-5.638535695,-0.224222922,-0.435126179,-0.394860928,-0.545823722,0.902115995,-0.199193943,0.718925583,-0.259914228,-0.148913743,-0.046421448,0.078553869,-0.242068575
nrdE,b2675,CDS,1,ribonucleoside-diphosphate reductase 2 subunit alpha,-0.04619776,0.213274014,0.088631899,0.302071483,-0.119402051,0.045211909,0.073879429,0.02132065,0.041209385,-0.224241969,-0.270775994,0.097628849,0.094758946,-0.183488386,0.205861584,-0.157757087,0.034905331,0.006191277,0.031853338,0.101841271,0.031039182,0.276452649,0.105371585,-0.07493249,-0.086602494,-0.11895794,0.304698348,-0.084522054,-0.046642589,-0.181611362,0.059088907,-0.035489971,-0.042320541,0.342375796,-0.056606248,-0.153681173,-0.146491437,0.114866645,-0.125969785,-0.119901187,0.02532178,-0.071067765,-0.259762822,-0.016810944,-0.054741679,0.041032313,0.057200253,0.199846795,-0.091497663,0.023906333,0.038057358,-0.002225395,-0.04853111
nrdF,b2676,CDS,1,ribonucleoside-diphosphate reductase 2 subunit beta,-0.008429979,0.292427843,-0.113906043,0.001615056,-0.058989316,-0.084650997,0.21106404,0.019713339,-0.081665206,-0.039324773,-0.167946789,-0.059815135,0.026290012,-0.00583882,0.009397086,-0.096339664,0.07541401,-0.258433264,0.006967989,0.315374224,0.140698722,0.150568804,0.089456488,0.113745728,0.195984569,0.049068487,0.25271071,0.190545151,0.274404852,0.05054601,0.040555696,0.331983743,0.101242943,0.196802737,0.096743633,0.187845211,-0.026123861,0.258743984,0.114124599,0.164909366,0.024968203,0.024455523,0.071448366,0.08923371,0.045010577,0.136692129,0.12409776,-0.078921854,0.090132688,0.031531954,-0.023877376,0.145633763,0.09343816
nrdG,b4237,CDS,-1,anaerobic ribonucleoside-triphosphate reductase activating protein,-0.184230766,-0.167350143,-0.124442437,0.149728708,-0.025202846,-0.185113707,-0.098446101,0.00208013,-0.420438818,-0.233640906,-0.343775304,0.031674265,-0.01137309,-0.188785898,0.71726803,-0.093868278,-0.648925853,-0.07606978,0.055689795,0.088518535,-0.053792954,-0.131407511,-0.087780342,0.155093402,0.507416527,0.20711203,-1.657079019,-0.305628689,-0.278452066,0.241810583,-0.568224,-0.433756216,-0.268411196,0.02855583,0.088844364,0.523987299,0.333635485,-0.402633129,0.251576991,2.405290695,-1.34214087,-0.547227203,-0.10053654,0.421496185,-0.065705165,-0.356723832,0.280299593,0.572398285,-0.319886014,0.017192267,-0.111444269,-0.070786648,0.022874048
nrdH,b2673,CDS,1,glutaredoxin-like protein,0.021017674,0.457882222,0.024100795,-0.089851159,0.038952758,0.061167136,0.011404306,0.235276813,0.041118727,0.08894457,0.457213522,0.094867976,-0.085720992,-0.083959671,0.296711076,-0.019274438,0.184380354,0.048043828,-0.01391062,0.451124982,0.137496568,0.168828567,0.128447457,-0.087235805,-0.246600831,0.293757553,0.407389981,0.031560211,0.529881639,0.21057468,0.141920794,0.216239982,0.006621464,0.345157284,-0.044059019,-0.000907133,-0.009270005,-0.440076236,-0.11491033,0.359191431,0.08303952,0.114502789,0.111451785,0.156187274,-0.048949965,-0.088318966,-0.021954044,0.32966034,0.068934805,0.05863729,0.044581277,0.15537468,0.032629377
nrdI,b2674,CDS,1,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,-0.12606552,-0.372085299,-0.11833689,-0.169542741,-0.135407859,0.065221287,0.01475963,0.101875201,-0.082010455,-0.062261665,-0.289603431,-0.020065782,0.175151453,-0.111312069,0.16149222,-0.012205733,0.096501126,-0.056902926,-0.28423633,-0.430148285,-0.08911593,-0.102808844,0.14095897,-0.163380232,-0.216736756,0.123833512,0.417813258,-0.145095421,-0.330157181,-0.220821437,0.019593371,0.018964506,-0.119603785,-0.185579678,-0.177624629,-0.241406691,0.06615405,-0.005601896,0.055894516,0.155991418,-0.188168492,-0.144077705,-0.215179891,-0.074854724,0.027867966,0.093828128,-0.112704151,-0.320239443,-0.092082312,0.023245801,-0.059582296,-0.123952132,-0.102393231
nrdR,b0413,CDS,1,NrdR transcriptional repressor,-6.279148879,-6.006177031,-6.723977305,-6.897977224,-6.512283998,-6.828197745,-6.606626605,-6.713257086,-6.14535812,-6.537442415,-5.254479647,-5.537154249,-5.677007704,-5.971850531,-5.861230024,-6.33305748,-7.091747803,-4.032104828,-5.63066398,-5.504285503,-5.216603317,-5.310305392,-5.975074671,-3.778866245,-5.092206332,-6.350946962,-6.492916868,-6.503495565,-5.07091929,-3.893950095,-5.840732265,-6.289924426,-4.196991216,-6.850641121,-4.230673999,-4.81053127,-4.895256699,-6.624247,-2.83390425,-3.693628303,-4.075798696,-3.847433117,-2.909181716,-1.820586234,-3.3570312,-2.230607847,-3.794972539,-1.971937914,-4.182235646,-4.335781493,-6.306103179,-5.567474742,-3.961615906
nrfA,b4070,CDS,1,cytochrome c552 nitrite reductase,-0.083577078,0.261738005,-0.042709847,0.020282374,-0.062881437,-0.092961979,0.034095075,0.036708292,-0.052384583,-0.203870071,-0.422495695,-0.026009024,0.225634891,0.072587999,-0.109198642,-0.023301007,-0.098685858,0.051076211,-0.032025346,0.321358062,0.045431616,-0.07100085,-0.066717052,-0.104090986,0.076997187,0.049478189,-0.037100975,-0.106899852,0.043934477,-0.088256325,0.09167287,-0.095213081,-0.091365179,0.48453741,0.015438044,0.015872691,0.048824043,-0.144324162,0.054925554,0.179074115,-0.02224836,0.043468906,-0.118664542,-0.160492682,-0.108561596,0.192579969,0.062357627,-0.108564464,-0.105796556,-0.047245435,-0.034359436,-0.034563161,-0.003405158
nrfB,b4071,CDS,1,periplasmic nitrite reductase penta-heme c-type cytochrome,-0.181104081,0.042909872,-0.075649481,-0.262179747,-0.027580337,-0.012134551,-0.027566059,-0.086017877,-0.184519878,-0.051989951,-0.248493154,-0.094735453,0.130779041,-0.037403995,-0.070983809,-0.061182878,0.038759205,-0.163706668,-0.002431113,-0.242558077,-0.025180684,-0.225938004,-0.066514719,-0.096588787,-0.25518368,-0.188635923,-0.159888411,-0.131800176,-0.007984925,-0.058656349,-0.293793554,-0.098688988,-0.166217063,-0.127242671,-0.070382733,-0.251908162,-0.066060918,-0.536972158,-0.109682687,0.107422021,-0.014499775,-0.155891289,-0.076598611,-0.180146417,-0.255742777,-0.11285684,-0.153470082,0.068997326,-0.159486106,0.002585933,-0.066083343,-0.115244582,-0.120049755
nrfC,b4072,CDS,1,putative menaquinol-cytochrome c reductase 4Fe-4S subunit,-0.73290985,-0.276288554,-0.22124806,-0.374605871,-0.30641945,-0.118218373,-0.019499044,0.010832733,-0.175721325,-0.213531042,-0.026415878,-0.196586643,-0.316904023,-0.262386046,-0.31656955,-0.480366553,-0.184301824,-0.594759397,-0.120147775,-0.121686607,-0.241776275,-0.22398524,-0.219601043,-0.135242244,-0.368655715,-0.032539546,-0.202560148,-0.144830006,-0.131917716,0.027994737,-0.222870144,0.049780499,-0.365677654,0.208696497,-0.294878171,-0.285489603,-0.212321595,-0.160359746,-0.140815042,-0.358046222,-0.06521437,-0.214546565,-0.413429393,0.095051241,-0.389519341,-0.340078409,-0.423508454,-0.786399095,-0.469575803,-0.04702526,-0.241817053,-0.140036125,-0.290183887
nrfD,b4073,CDS,1,putative menaquinol-cytochrome c reductase subunit NrfD,-0.127629356,0.372366767,-0.091977198,0.298731413,0.017986683,-0.135109799,-0.109091698,0.012122747,-0.045429564,0.006823921,-0.106050872,-0.036427686,0.129335492,-0.04162245,-0.072237829,-0.059397507,0.087574239,-0.138066813,-0.00160446,0.225820187,0.118467609,0.402542646,-0.018355358,0.00937589,0.223850742,-0.047407687,0.238572905,0.102898404,0.365807153,0.145687787,0.023488979,0.097124934,0.068870385,0.34957815,-0.189371136,0.142595274,0.126398186,-0.065896303,0.010582775,0.24096259,0.054464111,0.096537484,0.055686487,-0.093186912,-0.031087973,0.089535498,0.049244975,-0.011280325,0.09680201,0.034735974,-0.043526007,0.110683007,0.055075299
nrfE,b4074,CDS,1,putative cytochrome c-type biogenesis protein NrfE,-0.002850433,-0.118678498,0.017648073,-0.246020763,-0.078494323,-0.161298697,0.013034845,0.054985302,0.12657133,-0.059014067,-0.219235253,0.003385722,0.109472939,-0.073013717,-0.152359355,-0.1490059,0.148119548,-0.095047539,-0.206004183,-0.248856123,0.055691364,-0.166474459,-0.054834665,-0.20037249,0.014998552,0.096281552,0.115542733,0.092517186,-0.169308676,-0.044486722,-0.211228725,-0.028198685,-0.116157524,-0.094755124,0.067202028,0.016103409,-0.087592373,-0.013077306,0.202988021,0.106834021,0.193163873,0.011317555,-0.098254461,-0.139031974,-0.082164166,0.129049622,-0.079130642,0.146283183,-0.008519516,0.117914055,-0.066013892,-0.049660694,0.00139902
nrfF,b4075,CDS,1,putative formate-dependent nitrite reductase complex subunit NrfF,0.247676373,0.528919705,0.005102807,-0.023670348,0.017898426,0.082525957,0.185760621,0.271252459,0.127720986,-0.104886072,0.785688518,-0.051194948,0.220501729,-0.024375644,-0.073527367,-0.038085914,0.068097402,-0.045667058,0.027778234,0.233939803,-0.075139294,-0.079974789,-0.056912762,-0.199935054,-0.097922114,-0.050198426,0.208086621,0.009022332,1.004272056,-0.012331671,-0.162788196,0.008999936,0.047440911,0.448304112,0.04131492,-0.059883711,-0.142959208,-0.13887663,0.205477998,0.115972138,0.155416288,-0.10963215,0.115362527,0.35296995,-0.274498881,-0.033882322,-0.052162579,-0.072735667,-0.039638448,0.100791508,0.042997914,-0.031265048,0.003716299
nrfG,b4076,CDS,1,putative formate-dependent nitrite reductase complex subunit NrfG,0.028979699,0.529477579,0.034158884,0.247922566,0.072350951,-0.222179506,0.167239406,-0.008887572,0.097911976,-0.089530542,-0.028321167,0.033938451,0.0155116,0.000903755,0.092679025,-0.016509458,0.027511083,-0.168611435,-0.024904157,0.236774432,0.050789478,-0.047356674,0.139081455,0.077840663,-0.036200965,0.093951521,0.065099023,-0.03859704,0.295388088,0.007302296,-0.236803161,0.122740242,0.076180846,0.319273023,0.023353022,0.087586065,-0.09584193,-0.172439035,0.085907338,0.271608078,-0.004392775,0.02405606,0.036296779,0.21954052,-0.112314026,-0.038661908,0.113751849,-0.064217019,-0.011845142,-0.003088597,0.028245391,0.05794425,0.023704541
nsrR,b4178,CDS,1,DNA-binding transcriptional repressor NsrR,-0.503509549,NaN,-0.960256059,-0.79154059,-0.573486475,-0.659820335,-0.659425557,-0.649094527,-0.796995398,-0.702429704,-1.187612185,-0.73465054,-0.689105863,-1.261795129,-1.394690097,-0.880875301,-1.234625412,-0.611797538,-1.389676894,NaN,-1.133293768,-0.968817293,-0.72893423,-0.983133884,-0.515401526,-0.6269594,0.516927802,-0.480446126,-0.532995257,-0.484860786,-0.38979769,-0.870981875,-0.483772459,NaN,-1.124331302,-0.761345615,-0.359889078,-0.81577748,-0.632813098,-0.766521829,-0.725500066,-0.567038516,-0.9927928,-0.165539763,-0.641104376,-0.373531161,-0.958028501,-1.410153309,-0.939118981,-1.386111016,-0.73465054,-0.6269594,-0.761345615
nth,b1633,CDS,1,endonuclease III,-0.140095255,-0.05094129,-0.028176894,0.003269875,-0.174277091,-0.039954042,-0.086774916,-0.017192397,-0.006465674,-0.09328982,-0.11690204,-0.051752989,0.141864543,-0.068806334,-0.154025224,-0.178989387,-0.099173614,-0.035935254,-0.073544044,-0.224311842,-0.080677791,0.07572178,-0.033516427,-0.149103258,-0.131831185,-0.044535532,0.158309129,-0.110882769,0.061135432,0.061285664,-0.167199585,0.169467115,-0.193158287,-0.296856654,-0.173073249,0.015750667,-0.132352509,-0.189722356,0.017133286,-0.046762398,0.056693169,-0.091222464,-0.04465662,0.042360803,-0.129057117,-0.001134235,-0.154052892,-0.27500034,-0.082621437,0.047555489,-0.060279662,-0.059039788,-0.086921951
nudB,b1865,CDS,-1,dihydroneopterin triphosphate diphosphatase,-1.19738574,-2.942978696,-2.015265474,-1.664406276,-2.935971712,-1.587910271,-1.688773194,-1.474190289,-1.189086562,-1.142801351,-1.899795534,-2.63104453,-2.361300763,-1.463034712,-0.858379455,-1.421831852,-1.171410911,-1.476473425,-2.348493701,-4.514958856,-5.004685779,-4.013968838,-5.926880922,-5.584455453,-7.640667564,-5.611015863,-1.244607906,-6.741691024,-5.35146381,-4.250313497,-2.291991168,-2.594161474,-0.616443515,-3.417876778,-1.265416767,-1.503570497,-2.060773002,-2.685718957,-1.052815781,-1.553665964,-1.352665701,-0.955738788,-1.557485217,-0.338230136,-1.950116647,-0.270124614,-1.483402987,-1.10550077,-1.459215279,-0.450631351,-1.532191848,-4.759822317,-1.40594049
nudC,b3996,CDS,1,NADH pyrophosphatase,-0.258547182,-0.351636625,-0.058087255,-0.395927191,-0.372597798,-0.261070237,-0.159384328,-0.230199853,-0.644007447,-0.145503243,-0.050532865,-0.180831085,-0.181065577,-0.095294756,-0.334023717,-0.321157213,-0.02439867,-0.090360118,-0.45782767,-0.214837087,0.072598203,-0.398537906,-0.047122155,-0.075117835,-1.76618365,-0.073358273,-0.221782028,-0.260087733,-0.076047621,-1.041218471,-0.216650014,-0.086023165,-0.334112357,-0.51856454,-0.582311753,-0.136438786,-0.2254398,-0.416073398,-0.276413554,-0.576344365,-0.6724828,-0.140244218,-0.183813499,-0.240770812,-0.309005569,0.016979952,-0.253256979,-0.720576477,-0.525257527,0.029531103,-0.205632715,-0.215743551,-0.292709561
nudE,b3397,CDS,-1,ADP-sugar diphosphatase NudE,-0.132003775,-0.133571082,0.17299819,-0.002378394,0.054441193,-0.005054658,-0.129087376,0.041169713,0.097318693,-0.170390995,-0.321649762,-0.055345904,0.209565626,-0.060182993,-0.075499805,-0.001876421,0.018493557,0.09152097,-0.216877982,0.332763367,0.040792529,-0.373175565,-0.173302813,-0.330266631,-0.161871601,0.051523393,0.024814207,-0.335714689,-0.052147135,-0.076541846,-0.542936573,0.053045745,-0.015115662,-0.092764118,-0.113997553,0.011177665,-0.003670604,0.018170127,0.33223319,-0.047826439,-0.084276475,-0.109218686,0.022184475,0.218122634,-0.020045762,0.129678556,-0.085955674,-0.245849608,0.168925252,0.044344103,-0.003716526,-0.119206724,-0.009393133
nudF,b3034,CDS,-1,ADP-sugar pyrophosphatase,0.049265868,0.297795727,-0.011611562,0.159356975,-0.099525284,0.027472365,0.06577567,0.268387595,0.027123016,0.100818466,-0.056677367,-0.071943297,0.105182585,-0.063928771,-0.085943472,-0.03410435,-0.166200001,-0.03448674,-0.288236781,-0.212438382,-0.184943598,-0.111414555,-0.296241075,-0.165473997,-0.284815607,-0.105020845,-0.24759766,0.001142428,-0.118726139,-0.167816721,-0.100302733,0.029082694,0.096103871,0.204052764,0.051449071,0.273456137,-0.120958166,0.442741345,0.140681446,0.595609448,-0.024259571,0.101161509,0.217453417,0.075518094,0.078672901,0.133429777,0.15860475,0.04657899,0.278324427,-0.021003243,0.007755727,-0.166645359,0.117295643
nudG,b1759,CDS,1,5-hydroxy-CTP diphosphatase,-0.069554302,-0.052088198,-0.056454452,0.022868044,-0.007967302,-0.154283034,0.047729679,-0.024837471,-0.031708629,-0.119603613,-0.102683897,-0.010150465,0.14666155,0.022794932,-0.169667105,-0.037437736,0.097159641,-0.100793088,-0.073238434,-0.198755681,-0.10360517,-0.141881565,-0.011533897,-0.049395227,-0.156577065,-0.192818648,-0.056067725,-0.100231187,-0.085305665,0.22066119,-0.020781751,-0.00201049,-0.083890225,0.047650765,0.006176209,0.007042822,-0.021853179,0.136818294,0.005482966,-0.117012971,0.078195487,-0.119475957,-0.191779837,0.064449219,0.011975324,0.043567572,0.011436758,-0.110112012,-0.13386849,0.052188094,-0.034573183,-0.07927205,0.006609515
nudI,b2251,CDS,1,pyrimidine deoxynucleotide diphosphatase NudI,0.081489134,0.540304887,0.077612661,0.151151264,-0.032574182,-0.082027549,0.066122117,0.118826508,0.153110416,0.004800828,0.094724612,-0.026999653,0.134003288,-0.109767192,0.183011638,-0.01869518,-0.021945829,-0.041410009,0.124479373,0.082298114,0.116187605,0.248260107,-0.0318678,-0.105436114,0.063394878,0.018791841,0.209668499,0.012813972,0.328739771,0.021650441,-0.064948364,0.013593869,0.131848171,0.420766155,0.128400301,0.25738865,0.068134363,-0.17503359,-0.0141184,0.095627031,0.095332595,-0.01839974,0.083079062,0.188366288,-0.073381251,0.005714429,-0.088675762,0.165129294,-0.123915613,-0.00247019,0.071867389,0.042522659,0.075606712
nudJ,b1134,CDS,-1,phosphatase NudJ,-0.079110344,-0.121223857,0.002340418,0.078657781,-0.069996877,-0.053800338,-0.049761306,0.002012542,0.015988264,-0.032577838,-0.228895801,0.022281793,0.011033831,-0.145957035,-0.052819041,-0.029593062,0.062093568,0.209838894,-0.056223542,-0.251194394,-0.049005366,0.028415934,-0.021856766,-0.187139803,0.064986359,0.063057499,0.060352777,0.146692267,-0.049760598,0.001288703,0.01461267,0.019351305,0.010317063,-0.01003858,0.125794831,0.261591146,-0.105933983,0.005403381,-0.100408086,0.356343659,-0.078320004,0.034596638,0.108065642,0.271805265,0.02271487,0.045268305,0.008525256,-0.161913509,-0.002187608,-0.118188946,-0.03108545,0.007950686,0.00942116
nudK,b2467,CDS,-1,GDP-mannose hydrolase,0.025436933,0.272982127,-0.009019462,-0.182569836,-0.059903594,-0.11134848,-0.033225266,0.158097354,-0.02593554,-0.111555619,0.142273658,-0.063850507,0.067971716,-0.029804264,-0.671898817,-0.013062275,-0.013973541,-0.06263768,0.029123313,0.092246536,0.028743899,-0.250078395,-0.084897785,-0.235245052,-0.058025859,0.061475541,0.134556582,-0.098397517,0.243840075,0.050854905,-0.316666656,-0.058377548,0.081120934,0.191693946,0.107890371,-0.151663437,-0.071899693,-0.024305291,-0.070384955,0.018080269,-0.011921616,-0.111257288,0.047685754,0.20641893,-0.099509988,0.20362989,-0.14853097,0.285759094,0.037635656,-0.026915092,-0.027869902,-0.01464098,0.003079327
nudL,b1813,CDS,1,putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,-0.163969395,-0.370542385,-0.016619332,-0.279832117,-0.031706342,-0.169395962,-0.041781955,0.132447648,-0.123778881,-0.138027208,0.457166006,-0.066696384,-1.658574391,-0.092507933,-0.110124849,-0.067762979,-0.003506847,-0.211926307,-0.173020723,-0.628589805,-0.188490103,-0.480281127,-0.175550632,-0.30691691,-0.061061634,0.04253303,0.046619858,0.024233702,0.447901707,-0.178391354,-0.267987682,-0.059372094,-0.069221871,-0.484176761,0.007568262,-0.25926291,0.078962642,0.015893991,-0.118010419,0.125511632,0.029481468,-0.106358778,-0.01231463,0.139484096,-0.119360583,-0.018006125,0.131889851,0.028321744,0.001944401,0.054296736,-0.101316391,-0.174285677,0.004756331
nuoA,b2288,CDS,-1,NADH:quinone oxidoreductase subunit A,-0.858150454,-1.013316379,-0.851490271,-0.681827352,-0.825136676,-1.083687305,-1.040691872,-0.791983775,-0.944423321,-0.912921295,-0.225222727,-0.60932905,-0.576857121,-0.750335037,-0.860665813,-1.000643407,-1.040873602,-1.127092223,0.24281783,-0.061696338,0.121176828,0.270263104,0.123176807,0.047781579,0.027108168,0.014693838,-0.10410884,-0.344641477,0.171604726,0.380681296,-1.277276611,-0.173014174,0.674155128,-0.225621804,0.602965681,0.569874812,0.93801323,0.295537616,1.202555978,2.033606722,-0.055459898,0.074299632,0.559115675,0.214325198,0.324437674,0.273421461,0.38083038,0.298092093,0.757646692,-0.050191664,-0.859408134,0.037444874,0.352634027
nuoB,b2287,CDS,-1,NADH:quinone oxidoreductase subunit B,-0.707688834,-1.010849688,-0.969885324,-0.388606283,-0.985364772,-0.838542707,-1.038713533,-0.727012755,-0.733292006,-0.871464881,-0.514328893,-0.697413869,-0.603025121,-0.773478346,-0.682376617,-0.957875019,-1.016815051,-1.182587737,0.287463167,-0.003655843,-0.055688238,0.385704196,0.07976101,0.119284815,-0.058039482,0.024316182,0.04334763,-0.246319119,-0.052327792,0.172900635,-1.345961527,-0.062268817,0.488572316,-0.098685812,0.469932947,0.672567277,0.541285521,0.299106718,1.885260898,1.367399666,0.031164142,-0.022613577,0.206410426,0.275571546,0.278676061,0.064821435,0.150892822,0.35079946,0.401715746,0.090211613,-0.806010526,0.01033017,0.28889139
nuoC,b2286,CDS,-1,NADH:quinone oxidoreductase subunit CD,-0.947726207,-0.748581919,-1.038975399,-0.973446908,-0.979409051,-0.646966526,-0.914573107,-0.635557604,-0.965517522,-0.859907844,-0.906956189,-0.79202373,-0.666859885,-0.817100043,-1.406572489,-1.014678245,-1.158641412,-0.704552394,0.012320333,-0.482101227,-0.049138872,0.068932454,-0.0323804,0.158810074,-0.26731061,0.046308313,-0.001605802,-0.175008027,-0.218631701,0.299537252,-1.423224851,-0.254451239,0.269369992,-0.296665121,0.173745158,0.16073758,0.268946217,0.198656354,0.124058621,0.879723544,0.062794539,0.092543692,0.005782771,-0.062480756,0.027129044,0.032678304,0.102592722,-0.092203334,0.144132261,-0.115627229,-0.910764648,-0.040759636,0.097568207
nuoE,b2285,CDS,-1,NADH:quinone oxidoreductase subunit E,-0.948013657,-0.651714296,-0.917209782,-0.860800843,-0.871600931,-0.748620273,-1.21642449,-0.659283955,-1.01741233,-1.193598965,-0.369065489,-0.870734451,-0.616442278,-0.668356237,-0.994681449,-1.316385969,-1.184374734,-1.031025111,0.262791162,-0.658587635,-0.015747203,-0.0316,-0.007958839,0.238116286,-0.565403225,0.028520362,-0.376571705,-0.900619649,-0.345590951,-0.115719964,-2.801429863,-0.249832705,0.099108055,-0.872481156,0.038641682,0.059849846,-0.041052406,-0.392903706,-0.892627854,0.217564888,-0.092734558,-0.140649007,-0.102570923,0.027409559,-0.153271162,0.077047439,-0.132090744,-0.0332542,-0.157223675,-0.267485157,-0.894405357,-0.182776334,-0.09765274
nuoF,b2284,CDS,-1,NADH:quinone oxidoreductase subunit F,-0.837928021,-0.840768041,-1.005185254,-0.980430988,-1.072620251,-0.975222302,-1.121236832,-0.876410141,-0.837571424,-1.216062626,-0.666425607,-0.699381503,-0.698329914,-0.736330002,-1.44021257,-1.405172409,-1.438221041,-1.010629879,0.272690144,0.156825049,0.160908792,0.248240453,0.221052931,0.48162085,0.169503275,0.060923101,-0.152719436,-0.283198335,-0.379452704,0.151663773,-1.056127676,-0.158118583,0.019722684,0.014581086,0.17343851,-0.168262394,-0.026808354,-0.52599481,-0.08811105,0.229007079,-0.223248768,-0.104790489,-0.398375444,0.204984605,-0.050284833,0.068895625,0.125335767,0.168794933,0.061841666,-0.03668121,-0.977826645,0.154244411,-0.006113634
nuoG,b2283,CDS,-1,NADH:quinone oxidoreductase subunit G,-1.076814727,-0.920441613,-1.143294067,-0.921400417,-0.922208577,-1.006218005,-1.181890278,-0.78403143,-1.015227226,-1.174590416,-0.743995598,-0.651104743,-0.760475958,-0.798743493,-1.172299088,-1.126782949,-1.129960173,-0.713215821,0.184411917,0.16454802,0.300968139,0.336188017,0.17480832,0.762826288,0.201357358,0.107157663,-0.379030864,-0.079234721,-0.159807129,0.404554747,-1.287971075,-0.310353737,-0.012340937,0.111180372,0.17129531,0.104964843,0.135310244,-0.025914249,0.111678849,0.331542078,-0.100994509,-0.126510703,0.027379442,-0.074837727,-0.181481812,0.273386485,-0.01112443,0.077465168,0.521554118,-0.345571143,-0.964213291,0.16967817,0.052422305
nuoH,b2282,CDS,-1,NADH:quinone oxidoreductase subunit H,-1.056316493,-1.093545752,-1.153686223,-0.66683673,-1.044759544,-0.93213103,-1.216204707,-0.910744808,-1.107069736,-0.956739003,-0.907411517,-0.905549299,-0.792461925,-0.772076116,-0.870617137,-1.12970555,-1.180662632,-1.204328482,0.166417127,-0.937957094,-0.079552717,0.058229755,0.039034952,0.049662314,-0.02948604,0.012359871,-0.152524865,-0.358877264,-0.036016587,0.083366794,-2.130196359,-0.007098366,0.05569955,-0.636320435,0.007540591,-0.104642505,0.050594181,-0.930068286,-0.553498611,-0.136152791,-0.217572311,-0.047102773,-0.216485514,0.044815549,-0.348869749,-0.064045154,-0.099440334,0.151697711,-0.201227144,0.021067135,-1.000749273,-0.018292203,-0.102041419
nuoI,b2281,CDS,-1,NADH:quinone oxidoreductase subunit I,-0.973182394,-1.098572182,-1.104714333,-0.476757596,-1.003218333,-0.916702415,-1.1638274,-0.674736605,-0.980512157,-1.061914464,-0.185701149,-0.736374359,-0.791937723,-0.681297499,-0.874541571,-1.315518283,-1.332864077,-1.017466142,0.327679437,-0.116643969,-0.027530382,0.208800697,0.060973258,0.097308482,-0.381551218,0.014158402,0.027897649,-0.093149239,0.301085281,0.176407499,-1.321876886,-0.370666491,-0.012415524,-0.071619016,-0.263786095,-6.13E-05,-0.070887159,-0.704633689,-0.236815128,-0.211645282,-0.025413165,-0.037249073,-0.120990637,-0.188638019,-0.007854905,0.052374036,0.09720734,0.270895654,0.099169745,-0.232594594,-0.976847276,0.021028026,-0.054068116
